Index,Correlation Coefficient,Genes
17776,0.16604953528938882,TMEM131
5143,0.16599136481773868,DPY19L3
15191,0.16564315762804424,RREB1
11841,0.16540775048133305,NME2P1
15094,0.1653499018928254,RPL39
8792,0.16518748786473725,KCTD20
15338,0.1649004862852457,SAMD4B
1232,0.16444830637887303,ATP6V0D1
11668,0.16436534536494707,NEK4
15077,0.16428679152655704,RPL29
16163,0.1642182549442078,SLC37A2
10190,0.16409235581875278,LRRC25
1636,0.16401350466121606,BTG3
15044,0.1638943927661333,RPL12
236,0.16384140659328308,ACTR3C
6620,0.1638095771195925,FRRS1
18007,0.16370031289401,TMUB2
14784,0.16369590790448438,RGS8
18877,0.16339185483983099,USP51
14004,0.16337086605803955,PRPF39
15544,0.1633184863446442,SEC24D
11283,0.1628505912041871,MYBPC1
17389,0.1627060919962212,TCEA1
15634,0.16246177778483298,SERINC5
808,0.16245014377868436,APC
15085,0.16192279644669852,RPL35
13066,0.16165424704817705,PDPK1
675,0.1615731037114761,ANKRD13C
5612,0.161384291631069,EPR1
4879,0.16134834851103277,DHX33
17552,0.16129966898394285,TGFBRAP1
145,0.16108313387956288,ACBD3
14614,0.16102526127730588,RBMX
1697,0.16085816115108148,C10orf53
16710,0.16083098801154683,SPATA6
9070,0.16069695873246803,KLHL1
11450,0.16067019319250334,NARS
15174,0.15970507268895912,RPSAP58
11756,0.1594871305867562,NHP2L1
18757,0.15873329459038393,UHRF2
1576,0.15841585470831335,BRD1
13442,0.1579296916997318,PLD5
13809,0.1578022562309463,PPP2R2C
14605,0.15758375398493132,RBM5
13482,0.1572497478307729,PLGLB2
3195,0.15693617390917605,CCKBR
15298,0.1567812651529341,S100A6
19361,0.15673541541452699,ZBTB41
19109,0.15663584330114427,WDR45L
1666,0.15608504520244385,C10orf110
8322,0.1559261993940174,IL19
14223,0.15564368299387046,PTPLB
17512,0.155622970728523,TF
11840,0.15541980424641036,NME2
5468,0.15538730585302077,ELF1
13837,0.1553571844554775,PPTC7
16783,0.15535107970406895,SPOPL
756,0.15504169030204717,ANXA2
15851,0.15497628927931031,SHPRH
2075,0.15487931961051993,C19orf33
10877,0.1548511130124473,MLH3
250,0.15442923281893464,ACYP1
4761,0.15390854429653142,DDX60L
11865,0.15361323236847887,NOD1
14434,0.15354681261105008,RACGAP1P
15382,0.1535358812810565,SBSN
13923,0.15351034391212492,PRKAA1
11879,0.1534166117508257,NOM1
2482,0.15340418108862627,C3orf74
16987,0.153391245977732,STEAP2
8898,0.15335294969544608,KIAA1033
4721,0.15329979306800856,DDTL
18882,0.15311153091014215,USP6NL
16309,0.15308709510531004,SLIT1
1078,0.15308599437802872,ASB18
10709,0.15295734205858832,MEPCE
11649,0.152871481234077,NECAP1
6303,0.15283227011982442,FERD3L
722,0.15270613347695755,ANKRD6
9795,0.15259646524938497,LOC284009
14831,0.15250398861472353,RIF1
3389,0.15247565561194798,CDC40
18276,0.1522653068269878,TRIM47
2206,0.15218071848247994,C1orf58
2359,0.1520402592585401,C22orf39
11666,0.15179271622057533,NEK2
2017,0.15175524088380668,C17orf71
16118,0.15164237377779946,SLC30A1
10277,0.15157312972893136,LSM7
12398,0.15135480414406055,OR4B1
16168,0.15130667794773184,SLC38A1
13885,0.15128167230957115,PRDM4
10085,0.15121150291194743,LOC90834
15130,0.1511923869648136,RPS15
10144,0.15113238004152005,LRCH3
8969,0.15109576490628393,KIDINS220
3752,0.15106030289080877,CIAPIN1
8234,0.150975220459977,IFT57
4146,0.15095474905125275,CPEB4
19376,0.1509512147110446,ZBTB8A
14157,0.15073354487228874,PSMG4
3386,0.1505777674164103,CDC34
10345,0.15006334581672742,LYSMD3
8453,0.14991391235552018,INTS2
13476,0.14983531510531486,PLEKHM3
1271,0.14982436371079946,ATXN1L
12110,0.1497789684265837,NUP153
9476,0.14952745433682946,LILRA2
5634,0.14946390607748616,ERCC1
6778,0.1494546347521308,GALNT4
9338,0.1493104043479639,LATS1
864,0.1491494463757784,APPL2
3187,0.1491210863162345,CCDC94
6796,0.1491054003885165,GANAB
11408,0.14907100338541668,NACA2
12262,0.148979384012724,OR10H3
1670,0.14876879990631336,C10orf116
703,0.1487162644025953,ANKRD36BP1
7652,0.14843122682523016,HDLBP
16950,0.14842503834994003,STAG1
18377,0.1480684406980596,TSFM
10818,0.1478930228203384,MIA2
15942,0.14785985747770608,SLC10A7
15109,0.14777644186095445,RPLP2
12915,0.14757476763170485,PCDHB19P
11551,0.14745988080358433,NCRNA00152
10468,0.1472863949199634,MAP3K13
15053,0.14720160169627514,RPL15
14645,0.14711490151621387,RCN2
11601,0.14700742391463117,NDUFA11
3578,0.14696417139652584,CEP170L
10039,0.14690189029801293,LINC01881
9539,0.1465952115347394,LMBRD2
6042,0.1462345531682805,FAM50A
5334,0.1461773351269669,EEF1D
4908,0.1461688667963041,DIRC1
11091,0.14615294559376557,MRPS18C
19137,0.14603755319462938,WDR76
5731,0.1458780976477826,EXOC6B
14899,0.14586653035823538,RNF111
20026,0.14574329622968396,ZNF828
164,0.14562028239170466,ACIN1
2543,0.14559097366110832,C5orf36
8143,0.1453882123659463,IARS
17629,0.14519079094428697,TIGD4
5967,0.14510705525029136,FAM18B
5428,0.1449627982760293,EIF3D
15397,0.1448931804138654,SCAPER
15104,0.14481070149195585,RPL8
11494,0.1447426659267218,NCAPH
4925,0.14461543583465322,DKFZp566F0947
15136,0.1444689221438047,RPS19
438,0.14443945102029776,AHCTF1
4470,0.14441309715454956,CXorf40A
3665,0.14437064293822124,CHDH
11188,0.14436699324342203,MTERFD2
9941,0.14425762583906723,SMIM4
7930,0.14414339382171193,HOOK2
19079,0.14403478900885422,WDFY2
19297,0.1439355310806568,YIPF4
11208,0.14390779837470324,MTMR12
15186,0.14389006008064523,RRAGC
9066,0.14385917786464184,KLHL11
1959,0.14379467531400994,C16orf70
9219,0.14378267827922206,KRTAP11-1
8337,0.14373495499134373,IL1RL2
18421,0.14370947212084936,TSPO
6128,0.1437034153808132,FAM91A1
19786,0.1436944539379757,ZNF502
10969,0.14368122420195292,MORN2
12111,0.14357835748840872,NUP155
11133,0.14356256272411347,MSH4
931,0.14352234971263392,ARHGAP32
19605,0.14346186207556422,ZNF224
6175,0.143376404298424,FAU
15924,0.1432740395448151,SKP1
18215,0.14307608343143927,TRAPPC5
16588,0.14305996451650815,SNX27
11391,0.14297537098268728,NAA10
1320,0.14289870673767857,B3GNT2
13176,0.14282320433799928,PGLS
3803,0.14265983096455603,CLCN5
3642,0.14265314865808196,CHADL
9501,0.1426018794233873,LIN37
9071,0.14245156815704652,KLHL15
18077,0.14243632733514044,TNPO1
1208,0.14219069515380345,ATP5D
19649,0.1421526930844985,ZNF281
4062,0.14205847374538108,COMMD5
13473,0.14183635847254109,PLEKHM1
8859,0.14176231573197862,KIAA0319
4478,0.14173557691202968,CXorf56
108,0.14150087723412405,ABHD6
305,0.14145765176584207,ADAP1
470,0.14141794797187876,AK2
311,0.14120949235308297,ADAT2
7255,0.14113833187574643,GPR153
17894,0.1410943445877142,TMEM30A
10505,0.1410184602963166,MAPK8
9095,0.1409240890075532,KLHL6
5111,0.14092246087074017,DPEP2
7453,0.14091994082904719,GTF2A1
10750,0.14086646529597205,MFAP3L
8399,0.14085826542988436,IMPDH2
679,0.14074278109545912,ANKRD19
2932,0.1407106361225544,CAPN5
18503,0.14067990609226033,TTN
14570,0.14067650895461903,RBL1
7714,0.14066574291255407,HGD
726,0.1406610991043779,ANKS1B
8049,0.14064370436591273,HSDL2
6010,0.1405627234698883,FAM32A
3888,0.14052397354418486,CLNS1A
1290,0.14045748825215443,AVIL
8763,0.1403705587892859,KCNN4
5579,0.14024132704904946,EPB42
256,0.1401040286572875,ADAM10
8679,0.14008770674548754,KBTBD7
15720,0.14006882958577913,SFRS12IP1
15822,0.1400293177935152,SHANK2
2752,0.14001322812440786,C9orf140
10051,0.13999359388143606,LOC728875
12195,0.13996416455916535,OGDH
15171,0.13986427302265206,RPS9
6161,0.13981993959164032,FARSB
4365,0.13975875535069596,CTDSPL2
4710,0.13973831633282846,DDI2
14185,0.13962912606627212,PTER
15678,0.13958981115094937,SESN3
4886,0.13956503582105906,TBC1D3P1-DHX40P1
19004,0.139519748940133,VPS36
10536,0.13951883395583722,MARK3
18688,0.1394830039624353,UBR1
18841,0.1394458150809077,USP17L2
5676,0.13943891851753676,ESPNL
11638,0.13932032645327222,NDUFS7
15167,0.1393048217415836,RPS6KC1
9063,0.13930242616943597,KLHDC8B
12947,0.13929232984566903,PCDP1
378,0.13924222606991543,AES
14586,0.1392352107707078,RBM24
867,0.1392275662387876,AQP10
8732,0.13909975996825638,KCNJ16
890,0.139071907378559,ARCN1
2617,0.13903294473035488,C6orf211
612,0.1389002546136269,AMMECR1L
3561,0.138891551290889,CENPJ
10436,0.13888710091988862,MAN2A1
7520,0.13887213127595188,GYPB
18060,0.13885363396058578,TNK2
3458,0.13878579567882435,CDK2AP1
12056,0.13866946712056796,NTN5
19341,0.13863773664554985,ZBTB10
14974,0.13860160248888714,RNF43
16679,0.13847326043578023,SPAG9
15904,0.1384296125455016,SIRT6
4650,0.1383436761890784,DCAF17
5436,0.1382715569911173,EIF3K
2937,0.13819299065363322,CAPNS1
6130,0.13819066818786513,FAM92A3
13085,0.13814094624401918,PDZD8
481,0.13809099181517795,PALM2AKAP2
15540,0.13801289721053925,SEC23IP
7748,0.13791813236794923,HIP1
12782,0.13791484983485375,PANX1
10472,0.1378296567433888,MAP3K2
476,0.13779775226553442,AKAP11
6535,0.13777979254535197,FOLR3
3101,0.1376452413475976,CCDC159
14117,0.13758221166059814,PSMB10
14986,0.13757685644971393,RNLS
15046,0.13745164730522258,RPL13A
19566,0.13743467179197064,ZNF160
18252,0.1373801518496974,TRIM23
12082,0.1372941216604752,NUDT14
4747,0.13712620264685788,DDX46
19431,0.13707927483682453,ZDHHC20
15133,0.1370656732579325,RPS16
7752,0.13698985818073228,HIPK3
6655,0.13695756976720377,FUBP3
2498,0.1368481734147984,C4orf23
1151,0.13679687545142868,ATG2A
3087,0.13670714364290354,CCDC14
18358,0.13647305499668794,TRPV3
17597,0.1363108819761865,THOC6
13173,0.13628052713790761,PGGT1B
15139,0.1362050013161161,RPS21
4654,0.13610712862408048,DCAF5
8734,0.1360035146205686,KCNJ3
8311,0.13595966053119862,IL17F
19062,0.1357835704699959,WASH5P
13309,0.13578149859403393,PIK3R4
16121,0.13562906914200717,SLC30A4
3251,0.13541532748692595,CCNT2
7940,0.13540082262333109,HOXA13
19630,0.13532967439095722,ZNF259
10147,0.1353074510571046,LRFN1
583,0.13530428825902577,ALS2
1379,0.13528065741288992,BAT1
16388,0.13523844362052076,SMS
4069,0.1352371262945603,COMTD1
17074,0.13521569696803873,SUCLG1
11614,0.13520234695619013,NDUFAB1
8842,0.1351526069568556,KIAA0090
15032,0.1351441375361541,RPF1
14714,0.13494023396906707,RFC3
9428,0.13480602619283036,LFNG
4337,0.13477613124661908,CSTF2T
13434,0.13477449454447943,PLCXD1
2955,0.1347220294163768,CARD8
10433,0.13467724490685887,MAN1A2
9143,0.13465177209780058,KRAS
15093,0.13462075215239167,RPL38
16844,0.1346111063536261,SRFBP1
5659,0.13454558947464973,ERN1
11974,0.1345360904162864,NR2C2AP
11685,0.13444521970189813,NEU3
13645,0.1344118170032279,POLRMT
8608,0.13440314347525745,ITSN2
9452,0.13431017087134198,LHB
2105,0.13423231462184804,C19orf6
15150,0.1341834714228249,RPS29
6508,0.13417883827447258,FMO5
14390,0.13413607003546632,RAB3GAP1
7514,0.13408086359534127,GXYLT1
19094,0.1340456388529677,WDR26
4258,0.1340023549277535,CRYBB3
60,0.13397589556558678,ABCB11
2611,0.13395659886311972,C6orf192
11359,0.1339271578127047,MYO9A
2367,0.13376641880051235,C2
18924,0.1337606644426427,VASP
10782,0.1337361517610808,MGAT5
13465,0.1337014419873757,PLEKHG4B
10019,0.1336814183892742,LRRC37A16P
1487,0.13361441153087028,BGN
18476,0.133531066757652,TTC39B
3591,0.13352918217284682,CEP97
15189,0.13337610208019773,RRAS
8600,0.1333298592809766,ITPKC
5535,0.13328812300575543,ENDOG
8168,0.13324902219081813,IDH3G
13071,0.13319767839969845,PDS5B
9026,0.13307998280469194,KIRREL
6747,0.13307708444975913,GADD45GIP1
11475,0.13307468883387302,NBPF1
463,0.13299296944190758,AIMP1
16285,0.13298770195660375,SLC9A5
1178,0.13289338441364323,ATP11B
19490,0.1328407582550567,ZFYVE16
11105,0.13281629601595463,MRPS35
15143,0.13279798259595546,RPS2
6246,0.13278401841242132,FBXO9
8980,0.1327592406402758,KIF19
6055,0.13275295857308428,FAM58A
2576,0.13270832124575307,C6orf1
15938,0.13264826991706014,SLC10A3
17408,0.13260283270634896,TCF12
14948,0.13258440482147824,RNF19A
17450,0.1325740954624651,TDH
3896,0.1325632531986703,CLPX
11451,0.13247735818621054,NASP
3670,0.1324594224468343,CHGA
18003,0.1324067952200183,TMTC2
243,0.13238454976312722,ACVR1B
12656,0.13231149275031479,OTOA
417,0.1321813846255709,AGPAT2
13258,0.13217798690586105,PI4K2B
17161,0.13208540758382767,SYNGAP1
10288,0.13202377390118505,LTB4R2
698,0.1320016176787242,ANKRD34B
16122,0.1319825252379777,SLC30A5
4342,0.13196757595746622,CT45A2
5910,0.13193392427130457,FAM161B
12550,0.13192417257342554,OR6F1
15621,0.13181900732078186,SEPW1
802,0.13181663578997227,APBA3
5855,0.1318109232139684,FAM125B
3980,0.13180151524781566,CNTFR
19130,0.13177872772679033,WDR69
10689,0.13177219148085137,MEG3
1853,0.13171964073308737,C14orf139
10943,0.13166065587181736,MOBKL1B
19459,0.13162926253434318,ZFP106
13778,0.13161573776152782,PPP1R14B
9635,0.13160921334153988,MRPL23-AS1
5753,0.1315347060160824,EYA3
17439,0.1314845719673172,TCTE1
8237,0.131419882539483,IFT81
15134,0.1314066239786855,RPS17
20102,0.1313985313739177,ZW10
8506,0.1313895128510132,IREB2
4551,0.1312782410886966,CYP2U1
1598,0.13125776147713164,BRPF3
10529,0.13117625301158153,MARCH8
7209,0.1311749812242208,GPLD1
935,0.13109223181245205,ARHGAP42
15511,0.1310139034820763,SDHB
137,0.13096433723891754,ACADSB
18554,0.13089166441791847,TUG1
12484,0.1308697086194756,OR52W1
14707,0.13076049612136667,REV3L
2084,0.13071099487493568,C19orf43
17657,0.13067989886396675,TIRAP
14419,0.13061222343384463,RABEPK
5488,0.13060006041283811,ELOF1
9411,0.13054077734333663,LEMD3
9602,0.13051577805202896,CCDC166
11993,0.1304498805348952,NRBP1
9078,0.1303320760832436,KLHL23
3770,0.13031252018946873,CISD2
8396,0.13029756369122092,IMPACT
6136,0.1302839660382233,FAM98B
13444,0.13027753241496312,PLDN
11197,0.1302704147247321,MTHFD2
19577,0.13025984900007198,ZNF182
8272,0.1302276563453747,IGSF21
5089,0.13019319586238715,DOCK7
16590,0.13007479701272473,SNX30
9726,0.13004849533931703,PRR34-AS1
15206,0.13003822137614535,RRP8
15782,0.13000384082531036,SGTB
13284,0.12999558654095023,PIGQ
14741,0.12995483054203233,RFXANK
11515,0.12994309420390868,NCOA2
9708,0.12989676181617799,DRAIC
13297,0.1297786172008505,PIK3C2A
14548,0.12972543767164263,RASSF3
1305,0.12970892747466212,AZIN1
5884,0.12968040282563867,FAM13AOS
10933,0.1296415686137564,MN1
15900,0.12963589955447402,SIRT2
11603,0.12962389790606477,NDUFA13
795,0.12959060216073895,AP4B1
17041,0.12958768765020726,STRN
927,0.12955362699020176,ARHGAP28
11131,0.12954220873036887,MSH2
18991,0.12953284070201776,VPS13C
10287,0.12952183697745526,LTB4R
18466,0.1294775877483777,TTC30B
16364,0.12945220752320008,SMCR8
2633,0.12944191057261054,C6orf52
8976,0.1293713896754721,KIF16B
9495,0.12936507193914726,LIMS1
9060,0.1293584289460192,KLHDC7A
15212,0.12934663372795124,RSBN1
3687,0.12933190535992584,CHMP2A
8044,0.12927543061513508,HSD17B8
7152,0.1292675816828431,GOLGA8C
6543,0.1292492501225527,FOXA3
132,0.12924694287829358,ACAD8
11243,0.12921627009220646,MUC16
15426,0.12921223186092703,SCD
3082,0.12920558997725276,CCDC142
8920,0.1291470266462168,KIAA1370
4946,0.12895480525039585,DLG2
13222,0.12880927456815341,PHF5A
701,0.1287906258210959,ANKRD36
2934,0.12877772570515347,CAPN7
7201,0.12864109124290776,GPD2
11127,0.12854467006061496,MS4A7
7927,0.12852395625004828,HOMER3
5971,0.12849945191738993,FAM193A
7438,0.12842546518220452,GSTM2
2239,0.1283516154837956,C1QL3
4418,0.12822686991709664,CUL4A
11048,0.12809008159589616,MRPL23
9721,0.12795316477897073,LINC01341
15055,0.12790723167959503,RPL18
19664,0.12787264880451515,ZNF30
15075,0.1277792589984911,RPL27A
19486,0.12773380431782874,ZFR
11079,0.12768900359221202,MRPL54
16556,0.12764784125932938,SNRPD2
18906,0.12764354898351604,UXT
11441,0.12761641721382083,NAPEPLD
1029,0.12760571235349707,ARPC5
2478,0.12754358400819715,C3orf67
17236,0.12746202596256187,TAF1B
3091,0.12745400685517003,CCDC149
8240,0.1274428828907886,IGDCC3
141,0.12742291133726508,ACAP2
15471,0.12730188595830344,SCO2
1499,0.12729885138831468,BID
3705,0.12724070800085235,CHRD
11627,0.12718355874816842,NDUFB7
18231,0.12717608327041777,TREX1
4,0.12716654299379165,EZHIP
764,0.12714776151928742,ANXA7
2597,0.12713069331337548,C6orf154
11565,0.12712128398656536,NCRNA00176
181,0.1270685819024723,ACOX2
15141,0.12705123439254823,RPS24
3808,0.12702926932037226,CLDN10
4574,0.1268858492511152,CYP7B1
2099,0.1268783717614189,C19orf60
14015,0.12681692576248213,PRPS2
5858,0.12673707678290455,FAM127A
8887,0.12672774811333753,KIAA0831
14587,0.12672227262157668,RBM25
18599,0.12668102726164632,TYRP1
2069,0.12667565188481258,C19orf25
10551,0.12660399245901857,MASTL
15996,0.1265869120940051,SLC1A3
15294,0.12650751788475625,S100A2
19277,0.1264312001105427,XRN2
15126,0.12634566503967293,RPS11
35,0.12630261241017512,AANAT
6247,0.12627165458711379,FBXW10
3204,0.12626658614493763,CCL18
10150,0.1262646558715331,LRFN4
13565,0.1262029317256527,PNN
8477,0.12617437054277508,IPP
9260,0.1261383959210756,KRTAP5-7
16822,0.12612114584524853,SPTBN5
18709,0.126102305937109,UCHL3
901,0.1260393579828988,ARFGEF2
7368,0.12600142700233605,GRIA3
15615,0.12599941267461115,SEPT6
10242,0.12589866793168,LRRCC1
5153,0.12588160191270864,DR1
13184,0.12583527857006818,PGM3
7066,0.12582500013174536,GMEB1
6362,0.12581715568648072,FH
16315,0.1258110860446501,SLITRK4
10228,0.12575234074114666,LRRC58
17410,0.1257300253151312,TCF19
8020,0.1256502791440504,HS3ST4
2096,0.12564849847752033,C19orf56
14553,0.12559797543124787,RASSF8
18650,0.12557468529168342,UBE2MP1
19583,0.12555951972399446,ZNF192
101,0.12548875217761732,ABHD14B
10741,0.1254579511949186,METTL8
19315,0.12544832003312079,YTHDF1
3660,0.1254152376253237,CHD5
19027,0.12535382559177105,VSIG8
9353,0.12532635181180268,LCE1C
8292,0.1253172065521712,IL10
1250,0.12527094394558944,ATP7B
19748,0.12524859668204924,ZNF442
15559,0.12523875862634817,SEL1L
8646,0.1251651702593982,JSRP1
2513,0.1251096602832141,C4orf41
13874,0.12501164626948166,PRCD
14325,0.12500326766216258,QARS1
19111,0.12485134620239773,WDR47
14816,0.12484621205445176,RHOT1
8188,0.12477843541362188,IFI44
8015,0.12477693116673726,HS2ST1
376,0.12477425709823077,AEBP2
1037,0.12460639332491102,ARRDC1
18624,0.12458137746894964,UBB
17232,0.12452584587750079,TAF13
16440,0.12437857215810369,SNORA11
7590,0.12436746150246744,HAVCR2
1885,0.12436442519542502,C14orf34
18106,0.12434431992756666,TOP1
634,0.12430103000133237,ANAPC1
5064,0.12428953224745933,DNLZ
18834,0.12419481264501932,USP12
15100,0.1241440140675868,RPL6
15993,0.1241191164397645,SLC19A3
3520,0.12410150746319472,CEACAM6
17748,0.1240688055160386,TMEM102
11626,0.12401794179175075,NDUFB6
2068,0.12393298068334539,C19orf24
2377,0.12390091964113416,C2orf16
5512,0.1238998812510878,EMILIN3
3250,0.12389564964222191,CCNT1
13472,0.1238214455671496,PLEKHJ1
1595,0.12382079069998786,BRP44
5067,0.12380082714568591,DNM1P35
18796,0.1237510229243197,UPF3B
5424,0.12370695772380436,EIF3A
8376,0.12366271088971077,IL6ST
536,0.12362469424758397,ALDH8A1
19309,0.12361596742534153,YPEL4
2969,0.12359945403015656,CASD1
5044,0.1235735496333718,DNAJC4
17577,0.1235085567883239,THAP7
10603,0.12350492815490724,MCCD1
7216,0.12346016069102177,GPR101
19065,0.1234327325816744,WBP11
14563,0.12341975288096343,RBBP5
8556,0.12338743229656358,ITGA2
1489,0.12337949140313864,BHLHB9
16867,0.12335408018320294,SRRD
11784,0.12332819401772747,NKAIN3
9058,0.12332054285804582,KLHDC4
11060,0.12317487140369655,MRPL37
3447,0.12316263178816288,CDK12
7400,0.12315764064795083,GRM5
16957,0.12314527601158022,STAM2
20002,0.12312365405023373,ZNF787
706,0.123123534954707,ANKRD40
12796,0.12308603082850386,PAPSS1
467,0.1230780481756698,AIRE
8595,0.12306824908457252,ITM2C
498,0.12303966452007507,AKR1B15
6566,0.12303342754589043,FOXJ1
5521,0.12301553690213571,EMP3
8030,0.12299808093638155,HSD11B1L
13951,0.12297077471621788,PRKDC
16784,0.12296212391804982,SPP1
15092,0.1229520154614822,RPL37A
11543,0.12294557853595912,NCRNA00111
14462,0.12286374220769108,RAG1
13782,0.12285961163159796,PPP1R15B
980,0.12285324619906961,ARL13B
17693,0.12284854083471003,TM2D1
7750,0.1228388312225752,HIPK1
8576,0.12279203443749848,ITGB3
2680,0.12276614242512415,C7orf59
11652,0.12274138531749651,NEDD4
14745,0.12273056039759601,RG9MTD3
13625,0.12270394528259627,POLR2F
18079,0.12269424124840239,TNPO3
53,0.12266444826080596,ABCA4
10153,0.12261937990759282,LRGUK
1242,0.12259362506213692,ATP6V1E1
2879,0.12258757838737984,CALCOCO2
2050,0.12252373323601817,C18orf25
19115,0.12251690738625645,WDR52
15712,0.12250170716955532,SFN
4002,0.1224562770485685,COG4
18943,0.12237044509492281,VDAC1
15258,0.12234006512204182,RUNDC2A
2522,0.12228304956224127,C4orf50
7895,0.12216811111711602,HN1
2962,0.12216798468814735,CARS
13408,0.12216373477791198,PLAC8
8900,0.12216327928225572,KIAA1107
16730,0.12211263765328792,SPDYE5
1390,0.12209041023857088,BAZ1A
15304,0.12206580524702804,S100G
1098,0.12199403545087593,ASGR2
5651,0.12199057844156755,ERI3
19241,0.1219084957179622,XDH
10315,0.12183247927942509,LY6H
14960,0.12173581154601065,RNF219
18722,0.12173206983747888,UEVLD
7749,0.12172856729185282,HIP1R
11195,0.1217109742502734,MTHFD1
3122,0.12166038861478809,CCDC39
1965,0.12157563985586861,C16orf78
5636,0.12156884488080189,ERCC3
19714,0.12156237621618761,ZNF394
3704,0.12152071719509416,CHRAC1
13281,0.1215098183109336,PIGN
5129,0.12147516831477218,DPP8
9831,0.12146574677439756,LOC285696
7864,0.12146570757645964,HMG20A
8987,0.12145226523799753,KIF21B
15792,0.12143523682268809,SH2D4B
5713,0.1214154742762496,EVL
4890,0.12138263807618363,DHX9
16055,0.12133145405577812,SLC25A28
8457,0.12123935554221604,INTS4L2
13457,0.12123066899549811,PLEKHB1
12660,0.12120716698882394,OTOP2
54,0.12118739231990056,ABCA5
8662,0.12116983676914568,KAT2B
15945,0.12116920336150543,SLC12A1
7565,0.12116373135123706,HAO2
10636,0.1210818766629305,MDH1
3765,0.12103176598211207,CINP
11564,0.12101479661184911,NCRNA00175
15630,0.12101054806723602,SERINC1
2093,0.12097692634791475,C19orf53
14040,0.12096813356996224,PRRC1
5292,0.12091086256466989,EBNA1BP2
10781,0.12083522793631879,MGAT4C
15727,0.12081335252380168,SFRS17A
4838,0.12078757879147503,DGKA
1171,0.12075170684371665,ATOH7
9074,0.12071024475432475,KLHL20
4671,0.12066980074793615,DCK
18099,0.1206592678679099,TOMM34
1043,0.1206469594034452,ARSB
587,0.12062381579579674,ALS2CR4
19899,0.12059016737496282,ZNF644
6554,0.1205706165637331,FOXD4L3
18625,0.12056769343308198,UBC
14606,0.12055077646673683,RBM6
18456,0.12055002599886322,TTC22
7170,0.12054870943384881,GOSR1
13354,0.12051580565155613,PJA2
